Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Biomass Availability,Energy Storage Capacity,Energy Efficiency Programs
Russia,2011,Solar,45962.25044,36452.55166,2622612189,595815194,1.21276E+14,915588.4833,81850.91758,5282.011824,131025.5819,822882,25.37930122,90.57613849,0
Japan,2003,Hydro,63908.36115,39909.04597,2081418374,1281694638,6.1239E+13,514783.1956,52187.35171,56449.83879,619487.3838,217781,66.09674495,868.8994257,0
Russia,2014,Wind,12859.41758,16508.85062,5676587048,1390088263,1.35244E+14,667972.6307,40772.86038,51900.61861,520782.6772,339076,25.05707752,93.70161144,1
China,2019,Wind,45365.5979,936.3745166,4682885072,869013785,8.21064E+13,80100.19295,55626.31135,68921.39357,460348.3684,526593,34.58917748,177.8871548,0
Canada,2006,Solar,7945.089711,12360.46347,1746943197,1001620529,1.81519E+14,42258.15211,44770.96757,46433.77272,800017.2897,694107,26.80645662,344.8880898,0
Australia,2008,Wind,32167.98754,13077.79408,9685416619,1251378950,6.88503E+11,978691.3201,66717.34619,98776.4733,565572.211,191089,84.95641878,309.5036313,0
France,2018,Solar,77349.90986,7715.827111,4033084602,890015916,1.26466E+14,985799.5668,88608.01726,23664.5771,525790.5737,237025,41.21332759,790.0306005,1
China,2010,Solar,68815.25038,17652.6019,3603313333,661937259,8.25263E+13,543688.3294,28328.89588,71485.08489,877308.459,877536,65.5050662,180.427874,0
India,2015,Biomass,44552.22545,45698.5564,5707254055,1338611690,1.14702E+14,95601.72206,27540.81698,39461.09541,584731.3656,507089,41.2463634,453.5969947,0
Canada,2015,Hydro,39896.31205,8150.952988,3301798908,204640474,1.71014E+14,725744.7147,53268.96056,60930.76267,453700.83,555890,99.01089789,479.3367808,0
Japan,2017,Hydro,27654.39949,48744.42927,8370171466,418201469,1.48677E+14,107737.2743,19673.53588,9678.448096,336043.5175,442302,59.23223464,604.1041365,0
China,2007,Biomass,79445.47811,8964.607993,5046654189,283354980,1.95061E+14,727824.7118,26274.77982,77844.90142,361098.2584,69525,11.44726797,411.0185086,1
Australia,2022,Hydro,8718.176354,42759.4128,2867627937,13467220,1.44942E+14,315977.6257,29001.81368,47026.88372,634044.752,926727,2.089099062,294.9924646,0
Australia,2021,Geothermal,33894.13451,40231.86771,1850869429,1133253119,1.14763E+14,821513.9728,11424.96856,42887.24838,674989.5968,514984,36.33762565,50.33502316,0
Japan,2022,Solar,16315.65165,23427.41531,7510715682,1446819588,1.7632E+14,707008.0477,73670.9813,5500.928876,134921.5346,774037,51.78274669,973.8473017,1
Australia,2023,Geothermal,30625.75258,31181.48006,8733782711,759359537,1.45597E+14,500615.6424,8133.286026,35282.36911,303974.4362,692344,72.86917932,710.5160859,1
France,2019,Hydro,20740.33579,28299.98775,5766505603,598112507,2.98572E+13,717277.123,93403.01211,46255.27022,646703.4125,88578,33.88813956,533.5997468,0
China,2005,Wind,79370.7356,22667.18462,9061672311,1148186820,9.94382E+13,919353.3137,32967.97619,76409.52673,506557.8071,702572,49.0129553,961.4633077,1
Japan,2013,Hydro,98948.02026,45341.69736,9311499442,446445323,6.71238E+13,641957.1631,50965.44406,97087.03714,981952.4071,60823,61.99135524,786.8880828,0
India,2021,Wind,38595.77599,10205.85937,7343940402,440186421,5.96136E+13,556608.0857,37591.95664,55917.02867,854425.6834,800480,49.38242724,862.7902097,1
France,2005,Geothermal,61549.26706,9839.324051,5688318832,210536286,1.55814E+14,209962.9593,75898.73933,98409.16751,342870.103,859785,38.11165045,381.8268239,1
Brazil,2017,Solar,70014.14066,2742.019332,7421727206,755571419,1.72609E+13,574143.0594,55126.96364,94107.97711,166604.0451,546706,39.64643722,101.7387742,0
USA,2000,Solar,10612.03558,45979.17244,3415485962,615087478,1.81858E+14,787155.3434,27532.08626,98675.18239,318112.4994,464691,23.27402993,115.1772634,0
Australia,2005,Biomass,81527.83273,17485.60446,1029600540,83577145,1.1562E+14,30913.44371,23804.0087,33701.20689,202571.7144,483564,12.31213303,238.6386103,1
India,2011,Solar,14692.07365,27742.1456,7512043979,1174223294,1.05925E+14,171848.5946,40787.7951,15374.66842,990534.3253,680427,35.56474782,969.7704201,0
USA,2007,Hydro,52208.24172,14344.08219,3944304467,1333298615,7.27227E+13,428876.7562,81930.30497,67240.11236,510571.6598,553060,81.34592797,844.9226656,1
Germany,2017,Wind,54734.905,29036.88078,7516595533,1025673494,1.91025E+14,374261.1964,5601.401594,42307.25139,21752.96042,512538,67.06334593,227.3350548,0
Brazil,2014,Solar,39272.26479,36977.65083,2257993386,1064403824,1.59118E+14,14386.1521,71619.0892,69640.23213,657329.3271,346751,81.97497875,329.7728335,1
Canada,2023,Wind,43738.92855,41745.8734,4525105788,1457753810,1.02321E+14,258084.1432,54065.44045,54431.49605,307118.4897,554375,8.16840486,869.3853081,0
Germany,2018,Biomass,48230.72244,47981.18164,9949759072,1041259645,5.12634E+13,321891.199,20750.1985,66155.38621,421691.5435,462941,52.99917124,133.9258799,0
Russia,2010,Biomass,85617.01666,36750.86958,1969213956,497585822,1.50792E+14,966086.4042,77197.99629,45602.86758,654711.6067,886845,40.83656712,976.1531605,1
Japan,2014,Biomass,38772.96645,7895.213064,9905813186,242578487,1.79039E+14,991106.6419,51283.80587,74785.66197,957252.632,312688,37.9227054,326.8635966,0
France,2004,Hydro,39860.19941,12695.14665,164662736.8,1439734460,1.92061E+14,477839.5792,4725.820485,81967.44535,148167.9805,180459,79.75556159,306.607046,0
Canada,2023,Hydro,31313.19716,16058.91423,4387924366,1023827206,2.47047E+13,567444.9538,69804.42538,73322.02172,858589.2025,196372,65.42643146,602.5498693,0
Russia,2002,Solar,73882.38823,13779.81453,9058742819,509470848,2.0113E+13,119947.1205,50406.74303,2816.143763,65351.31527,254994,56.00912746,609.0228077,1
China,2003,Biomass,96337.52315,18910.44244,5820906647,706222205,1.24146E+14,152289.3484,27194.24792,36978.45634,829262.1546,260199,26.04532619,295.5706839,0
France,2011,Wind,86452.42651,43943.25412,7666396268,675418631,9.4152E+12,909003.9361,34384.72797,55931.49353,116924.2886,233404,88.35541547,945.7285355,1
USA,2019,Geothermal,6992.211801,35337.49392,5275657609,1076057911,7.1846E+13,225934.3365,3214.743998,59217.72778,514938.5711,75406,1.407979257,844.5313738,1
Russia,2002,Solar,22135.61674,29609.19626,8568235930,523857500,4.12432E+13,188849.7622,84260.61528,1229.573533,256853.8979,756811,65.71444862,915.9655227,0
Russia,2023,Geothermal,85379.31015,33414.53241,3493731360,499831320,1.41985E+14,756199.8243,9005.993246,4775.745209,520506.8052,188373,4.352455376,504.4366306,0
China,2006,Solar,9206.53209,24194.93555,4024242333,900591755,9.5954E+13,663798.3542,22850.07519,4906.21671,546156.3846,726624,69.57369734,845.6239812,1
Germany,2016,Solar,12306.60682,49312.68199,3680895570,782401022,4.03728E+13,764466.6099,8770.826976,4076.336498,896796.1459,971943,66.52000291,433.7289873,1
China,2023,Solar,70829.89796,15257.16261,3134327470,533294927,5.19286E+13,37274.4195,70470.56434,89478.32216,180022.4126,227797,12.96571156,911.9372437,1
France,2002,Biomass,4620.125357,26962.85016,1565456583,314816287,1.41636E+14,630784.1544,41328.72488,22028.54125,695933.9236,567412,96.85415582,771.6614272,0
India,2016,Geothermal,96691.81094,16291.4372,6613638351,657171317,1.64783E+14,831307.7113,72180.57715,47958.1582,968257.6128,171171,93.07320086,607.6394766,0
USA,2012,Solar,28073.51849,14201.68813,3934178646,192940132,1.10343E+14,400696.0335,88433.89116,77358.66978,426312.4174,615348,84.63434947,173.4752827,0
Russia,2007,Biomass,7291.938202,41342.5074,6575962523,98394199,1.69043E+14,671019.2851,25374.6065,82745.87792,329447.6607,145359,68.73699275,71.94851869,1
Germany,2006,Hydro,9520.238497,11394.39194,8150505768,282506976,1.39853E+14,285061.0477,87445.9325,86204.71268,610510.3441,370659,55.23959245,759.9866278,1
Australia,2001,Wind,84579.902,5998.044709,4501265119,1088315610,2.01427E+13,290684.3887,45397.03548,1993.224054,698406.9738,353268,31.95281973,258.964795,1
France,2000,Geothermal,1704.884432,41599.51505,8256725319,1372135861,4.59093E+13,74425.15977,39619.78341,32647.07666,152138.49,69986,30.02963792,948.2411827,0
Brazil,2006,Geothermal,65487.00532,24451.14547,3593836746,1123790162,1.38884E+14,520622.5269,94955.95728,27609.53029,752942.7134,563923,10.52095779,976.2031143,1
China,2013,Hydro,16155.27197,44112.73995,762712931.6,425303945,7.94372E+13,605352.9723,39394.43845,42505.50718,707366.7977,528121,64.44026519,353.9973045,1
Russia,2001,Wind,75137.58221,25508.76616,6632660234,1051612704,4.90033E+13,463867.5516,12409.79377,28279.24885,985120.7393,564437,93.48409116,153.6566482,1
Russia,2006,Biomass,20788.56134,29007.0002,346962796.3,143691269,1.68136E+14,206165.2166,92713.47046,21808.17237,364462.3227,805926,2.972593015,894.3002296,0
Japan,2007,Hydro,80720.41692,6337.568463,1962948376,1323542806,5.97564E+13,722586.0068,62556.67923,31307.28529,866225.2263,225088,7.529544896,514.9938571,1
China,2023,Hydro,80230.38418,6891.367099,6071760382,1459711244,1.87552E+14,218131.673,47029.39337,67337.75186,182638.702,882245,43.85840179,968.2157707,0
Japan,2012,Solar,11983.16455,37810.12867,8852612380,736788979,4.98721E+13,859508.121,91584.479,71909.03114,938591.4665,241636,60.13188396,293.3840809,1
Russia,2015,Biomass,35801.91059,45915.94206,1316677844,1118172854,8.55536E+13,158416.7227,40512.6283,10041.37772,812354.5364,38279,0.827875207,436.3752162,1
Australia,2023,Solar,23915.58713,37023.91018,7203528005,215401660,1.89836E+14,58688.9387,12782.93834,3720.918759,95181.2888,1641,51.5362721,95.22686432,0
Germany,2023,Geothermal,59662.45621,46971.94203,3974990647,735454944,1.89937E+14,873876.6344,43510.94014,43913.2648,32238.57241,369420,95.87158864,942.0496384,0
Canada,2004,Wind,17465.24465,47051.21765,3800845362,786181867,1.00572E+14,447319.8635,98391.31929,10052.09429,450622.1167,116389,33.2066448,541.0340552,0
China,2002,Biomass,61107.1962,31681.78795,5765123866,909069534,1.66159E+14,468899.4534,9226.788671,74223.18291,341111.7601,727131,88.54302482,154.1167592,0
Canada,2019,Solar,93623.57775,19607.28809,7565706059,596682722,3.7184E+13,914333.9493,33379.5255,53629.75503,439905.7876,107441,92.36485272,57.63852277,1
Australia,2003,Geothermal,58251.60225,31181.72082,2850111385,340582038,2.7765E+13,452270.0452,76202.16396,24144.20611,36736.09835,568155,97.83689714,512.2096985,0
Australia,2011,Hydro,40907.84962,1776.00356,458414532.4,105943028,3.35371E+13,884475.4294,98708.08703,16876.0486,370249.5194,662068,8.187481272,70.90343058,0
India,2004,Geothermal,4017.497694,42607.69335,9610426510,1481644956,8.00469E+13,9582.432887,91367.44381,44978.57796,191877.6961,303959,90.03526026,651.0130834,0
USA,2019,Geothermal,32373.3419,29917.17605,6377445050,315228596,4.73571E+13,138370.8867,28086.95955,49112.15324,269637.8946,531195,81.3476746,662.5051158,1
China,2009,Hydro,84189.92586,18037.34567,7289735791,700178367,1.1076E+14,453784.9279,81696.39314,72192.48774,96608.64878,933680,31.47871277,794.5260115,0
Brazil,2017,Solar,60089.00019,10126.29145,1853647965,1409532269,2.00871E+13,104279.7455,41454.84734,43074.09821,256077.5523,972350,18.35959861,260.6459356,0
Australia,2018,Geothermal,42554.21417,26656.2929,8133366531,1191062935,9.43726E+13,425120.0746,96134.98517,54076.34299,766881.1352,994832,74.43835348,886.2343834,0
India,2014,Solar,55768.02378,42402.55576,5971226872,1192578502,2.96845E+13,216568.6747,56293.30085,58166.03867,990472.4769,2718,92.75850258,328.3796522,1
France,2018,Geothermal,99283.27646,35521.58848,4071291301,1216547199,9.7847E+13,979096.8262,3634.063434,18231.03341,720230.9887,274703,60.36604671,112.739228,1
France,2000,Biomass,75324.54663,11628.54225,2388956058,1088536615,1.88469E+14,777699.8561,34817.11303,52223.82218,975442.8073,392213,98.0655881,542.3987097,0
Australia,2021,Wind,74291.93306,3398.269534,7473316466,571931567,1.55148E+14,20800.52494,54244.305,35420.72397,225635.0898,741764,73.37332239,940.2335296,1
Russia,2020,Solar,15632.07051,46519.73088,5321341591,1311084524,1.46479E+14,262230.4203,86788.65671,2620.386863,977322.4066,53651,9.963984622,714.7041481,1
Germany,2004,Solar,84155.01483,23056.78539,6352056457,467975027,1.49069E+14,223148.6768,42811.64383,89358.21672,90810.91668,58688,46.12005915,933.186562,1
Brazil,2004,Wind,86680.65324,37880.13667,923221635.7,116090353,6.2834E+13,247079.9925,97394.78865,18013.46333,335513.681,740381,0.143623464,932.1412101,1
Australia,2013,Geothermal,29950.96288,25157.26262,8638699395,1212840039,1.12332E+14,947575.6846,33262.78802,21222.88545,429640.8459,134331,28.78479792,538.4577114,0
Russia,2006,Biomass,4337.622855,5350.971614,4031695960,1245740996,2.94322E+13,996068.634,92132.12048,88001.32925,544976.3745,611735,78.48691892,64.58317356,0
India,2014,Wind,6500.19943,29389.6252,8155535054,227758228,1.68776E+14,801477.8853,61824.92582,83245.26576,98959.12137,133474,77.27851533,210.430325,0
Brazil,2014,Biomass,54146.65411,20892.23034,7189353420,1473696070,1.68121E+14,351554.9172,34747.61592,66341.74208,8287.009701,533072,44.82056699,903.0207935,0
Australia,2014,Geothermal,51271.5549,18927.67215,448458828.8,784775693,5.05463E+13,688401.7903,41521.0664,64120.70303,3851.733511,236699,50.16431129,688.7140544,0
Russia,2016,Wind,95286.45475,49070.01103,4829217384,890454182,1.83621E+12,802916.3778,46580.73138,90927.14119,875188.3329,972977,79.48666529,197.592306,1
Germany,2010,Hydro,52084.97123,44639.35471,1978079872,481077188,1.15262E+14,213396.1624,6235.670862,22213.10445,992198.5059,460635,0.826864477,373.3402078,1
Japan,2015,Wind,74786.52116,34812.45265,7074019736,230280837,1.961E+14,254846.5534,41086.90806,89468.56238,493306.0797,734425,46.63720383,447.2860862,1
Australia,2020,Wind,86512.47626,35970.04811,9686082835,377965899,6.66903E+13,115806.4105,72204.22053,64904.912,401950.1375,14733,39.47452924,722.9894218,0
France,2019,Biomass,65671.92483,21519.1502,6876656143,687699837,1.39508E+14,547526.7056,33317.26668,18549.38533,780627.1681,124920,16.28022873,918.5200863,0
India,2021,Wind,45982.2092,41187.28132,9808450574,725586177,9.17229E+13,167809.6011,71425.31109,74509.0291,867182.9587,562689,67.16603516,341.0585902,0
Canada,2022,Hydro,22171.89158,21248.19756,7010583685,960914946,1.91144E+14,348912.451,43370.79692,14268.52365,455537.86,544799,65.46989657,455.760002,0
Brazil,2011,Hydro,10720.91803,34229.40702,7904575440,1323389533,6.89298E+13,850062.7727,33165.78758,93619.45085,266731.4816,505457,32.4468679,854.4717901,1
Brazil,2014,Biomass,9459.501114,47897.57645,2644216770,951658487,1.66591E+14,34123.96278,57815.15757,16402.79206,736621.944,642325,53.47688062,990.7227368,0
USA,2016,Geothermal,30358.65551,25466.04527,1885035874,60299925,4.08616E+13,878379.507,65899.15365,49275.26779,594154.3176,727269,50.16871644,949.9852216,0
Japan,2019,Geothermal,41906.81138,27395.08878,4344845183,247768127,1.56468E+14,740838.5339,74585.43892,15577.63514,765114.201,123854,99.51558747,912.0201324,1
Japan,2018,Biomass,71383.31831,10020.91655,8366713640,19701419,3.31598E+13,232029.191,30208.71269,4866.186124,357781.4958,574709,84.87226709,378.5933396,0
Germany,2011,Geothermal,82935.56513,15099.6685,7234745601,886609090,4.88199E+13,217368.8376,53276.89841,89797.51024,593302.8195,656491,55.7740767,301.5632434,1
Canada,2013,Hydro,54726.77606,14745.75862,9735411766,999455772,9.06328E+13,127154.372,28016.01695,83868.8843,328962.4941,560125,19.68060599,691.7767311,0
Australia,2020,Biomass,14452.19129,47219.15288,5107292605,641356722,1.18307E+14,498159.87,41349.05706,62211.64603,667200.0484,148493,99.788837,341.4587082,1
Australia,2023,Wind,92501.54231,6302.24446,4431028553,205602116,4.38477E+13,191364.8258,91464.32968,20417.73744,647883.7037,517649,88.75905068,991.6205805,0
Australia,2009,Biomass,66008.07011,13134.44875,336495897.2,23195744,1.5317E+13,208800.1902,67810.03693,10954.49506,142773.0356,403964,50.56390053,94.07916014,0
Germany,2006,Hydro,70382.08612,37242.63309,9432776427,958493283,1.42582E+14,269910.3144,46338.86118,74629.4715,771240.8224,877653,84.79845977,625.6647679,0
Japan,2007,Biomass,47551.99459,9212.882894,6806365381,683233757,6.3058E+13,367672.2812,34078.94691,9549.812112,432162.6127,305219,58.49349118,624.6905727,1
Germany,2001,Biomass,61941.4448,21790.46812,9874263035,504636827,7.29046E+13,210171.991,39986.31442,67801.12853,351054.6543,25986,96.25562856,503.4443812,0
USA,2008,Hydro,21577.11457,35654.5634,7027294876,83201412,1.04257E+14,248943.5964,24415.11485,54874.7534,814353.3583,424311,49.37255186,887.3928204,0
Brazil,2019,Geothermal,75948.23915,32179.15227,2152816476,416133429,1.97273E+14,278343.2093,89465.48233,5371.432515,227154.4068,980752,82.06874269,763.3635091,0
India,2007,Geothermal,74827.62304,25251.75345,1984712807,213892879,1.67261E+14,604044.1283,4558.431631,56629.07436,198559.7696,595444,41.664411,144.1520712,0
China,2006,Wind,58052.57965,48958.3406,8979132367,958806118,2.21919E+13,62444.42619,79644.46547,80949.65624,207986.9813,407703,55.36321575,391.2780703,1
Brazil,2001,Solar,13819.19547,17762.32771,3227848971,430344363,2.75258E+13,997532.2575,39785.07128,1256.70377,420644.3225,196095,0.01766753,393.7741764,0
France,2014,Hydro,66793.22647,41671.02352,618487454.1,498752699,2.1322E+13,687234.78,42433.5122,75199.77588,972791.4065,27403,78.03529588,163.8316683,0
Germany,2009,Solar,14563.30395,5631.378254,2394649584,1248780297,8.44923E+13,309919.5528,26121.13591,62231.1257,141377.6782,419535,93.62839935,427.4708339,0
Brazil,2021,Wind,65291.97213,12989.18457,2191982611,1269103687,1.331E+14,468878.6925,83405.72535,9175.007159,667967.8807,381040,34.78853279,726.664727,1
Australia,2020,Wind,69802.3687,49704.58305,2021269078,32621304,1.76263E+14,282084.1765,8131.922029,71502.7705,792178.9074,703378,17.07935743,933.5439303,0
Russia,2008,Geothermal,59355.71522,4148.91323,7052209780,1380735516,1.26217E+14,181684.6994,98230.63908,50191.1174,171920.7752,922129,58.68959639,912.3590122,0
Australia,2019,Biomass,1862.566723,19631.59347,2688363373,1253485327,1.28274E+14,407725.7832,97348.33501,97315.43303,841888.4276,93612,65.92535523,483.2276799,1
India,2015,Wind,87051.69012,42925.48533,7578431319,1050605000,5.13913E+13,823916.9212,46494.77129,67750.4086,428507.5122,550127,80.08838878,555.0372813,1
Australia,2010,Wind,56645.95368,3276.122026,1381557828,1294967190,8.54657E+13,73823.50082,59642.03844,81759.40722,441604.168,485637,54.99524049,92.29487965,0
Russia,2003,Biomass,11331.52143,4187.954471,8379081447,1240265634,3.78249E+13,893879.9258,76446.93335,80330.63184,460472.4408,778519,91.89890583,978.4422084,1
India,2016,Solar,28597.89639,41379.8685,1182387975,601452200,5.00014E+13,102658.8802,12968.60187,34419.77575,167278.1345,645431,23.56161155,815.9633021,1
France,2000,Wind,70532.96043,1388.353131,6160326842,396167151,1.81931E+14,728391.4544,98617.9455,39047.17086,762174.8515,968182,15.78156698,617.9315638,0
Russia,2007,Geothermal,28540.20572,38056.82403,1835431849,1404410242,8.23927E+13,259015.4243,48938.06235,52437.19835,347197.8203,389500,99.42601722,977.4272944,1
Germany,2009,Biomass,82815.05214,26233.51485,5469492586,227292102,1.19023E+14,77263.86833,64580.97531,57543.04952,777433.8334,128517,61.35668026,393.8463516,0
France,2023,Hydro,3681.677039,30205.98467,881548116.2,27159920,2.55808E+13,658663.0431,81901.9321,80927.57443,721535.8118,43943,5.291852537,597.1239284,0
Germany,2009,Geothermal,39743.39126,15778.71297,5503677682,763302953,1.60338E+14,667195.9228,48133.14389,24714.42988,227511.0689,867417,45.73474727,111.508294,1
Canada,2008,Hydro,93344.43006,44718.9921,7173788493,426560353,7.96577E+13,707485.8984,60620.03176,19326.96693,439123.3501,93966,26.59248493,296.4179279,0
China,2005,Solar,44809.88485,42012.20152,1665092159,25942521,1.75105E+14,793268.0002,14648.38646,93439.52188,82634.40197,341769,52.01023118,497.9548528,0
Germany,2009,Geothermal,33965.13692,26860.04578,9492159750,1190869876,1.24162E+14,804521.1441,88487.61378,32661.18405,511189.5005,107983,44.1119522,639.798458,0
Russia,2004,Wind,77796.13544,27546.35743,2545776123,638935171,1.06567E+14,926506.2274,68801.29386,76615.11892,913115.4509,348343,31.93957786,607.7962396,0
Brazil,2012,Solar,54503.50148,16612.83916,1809760033,972230127,1.6537E+14,435798.133,64059.54253,10014.04237,884373.2106,172260,93.57305784,216.8469768,0
Canada,2006,Hydro,90590.60283,20430.9166,132973690.7,462056810,9.37478E+13,869208.3586,15806.3019,20302.66878,721550.8266,670121,95.22158134,140.2834514,0
India,2008,Biomass,54198.03002,18877.46618,3220378949,1396049686,1.86616E+14,778309.5411,25679.85249,52150.73706,430971.0126,261260,70.45103316,925.0930176,1
China,2021,Wind,96028.77094,17350.74096,8896604470,522587326,1.76137E+13,919369.2167,14193.19157,41315.80067,696875.6949,801648,89.36215997,514.2177931,0
Russia,2020,Solar,50722.20706,13774.21074,28981954.19,1088421612,6.81356E+13,980846.4539,43288.85077,43246.90849,384926.3961,256835,57.87188804,153.2798546,1
Canada,2016,Wind,81887.1805,37628.79424,2765592964,204020725,1.11466E+14,968117.9251,61955.29899,51087.09486,381278.5592,266852,37.61902571,912.9492878,0
France,2009,Wind,94101.54654,35791.70969,9337089526,766981955,1.99922E+14,196749.6549,71149.83617,78277.62175,386000.5949,448018,85.26414168,11.54081448,0
USA,2009,Geothermal,57698.95683,33929.81743,3267797744,1184550241,8.44475E+13,609966.8761,80360.45365,93384.79639,374895.1104,652235,97.39012036,769.3139119,1
Brazil,2007,Biomass,13367.77689,26336.33553,1983818322,1369553163,4.76934E+13,47406.6074,11520.97314,64683.46669,553351.5938,155235,85.89229054,52.356083,0
Australia,2006,Hydro,6177.702873,415.3914775,4601006768,156953304,1.6146E+13,697190.3524,26773.81286,14747.02263,224448.9145,731293,12.30450039,473.3464956,0
Brazil,2019,Hydro,57680.76204,11567.09818,3054934450,132376797,1.44461E+14,112386.2204,27175.25838,93601.35695,18326.61695,530583,73.73586971,861.949775,1
India,2020,Wind,32402.34544,37844.99678,4334649785,131637501,1.92585E+14,200105.4696,33584.2315,98157.77837,185998.085,841778,63.59144713,764.0821989,1
India,2008,Biomass,97547.27311,43844.39611,563619986.6,1221334339,1.88112E+14,531743.9308,82928.27355,54391.32388,412930.3039,240422,68.78790351,680.9798066,0
France,2006,Hydro,55219.31754,39942.11667,205998909,1485530360,1.14292E+14,550744.0716,78969.85189,21164.70089,736212.1682,36618,30.40170097,49.18169219,0
Russia,2016,Geothermal,50192.77155,48346.58085,7662453710,926122343,1.065E+14,335259.7811,29741.88253,37981.84266,889231.1944,781323,25.4955082,971.1482278,1
Brazil,2005,Geothermal,36779.20561,34042.97956,4585746079,11242891,4.26822E+13,694173.9315,67959.41808,40079.8749,634514.8048,505600,64.30362129,565.187399,1
Canada,2000,Biomass,68311.05245,10977.91144,9991732665,981629733,3.43239E+13,314518.0413,39639.61575,22277.81977,394889.8481,346270,6.225721196,121.4112266,1
USA,2022,Solar,45342.80205,39612.49615,8850473165,721221469,1.50386E+14,365414.6305,38887.59054,67281.07324,464945.4414,122513,71.78247972,31.06059255,1
USA,2015,Biomass,35189.76973,9934.881699,2289118736,1072304517,1.30658E+14,114144.5915,77191.13708,55776.63446,113708.722,631188,82.23652297,146.8055237,1
USA,2015,Biomass,38385.86864,38235.02439,2436056928,98139222,1.52211E+14,21714.0698,38041.2671,22050.82678,541315.7983,268257,67.80662828,563.878664,1
USA,2020,Hydro,69297.1333,8736.701449,4704100226,1453922809,1.98318E+14,61540.3648,55884.87237,12234.47022,303192.698,924792,42.42739934,822.374451,1
Canada,2000,Biomass,85881.68697,37279.46745,4672262610,1003736670,1.56533E+14,932990.679,64572.13295,87832.36933,688323.9599,415932,92.14973172,218.662581,0
Germany,2006,Biomass,30147.31628,1644.929848,2806312879,327193207,9.34485E+13,807298.148,78218.96056,52169.26691,455022.295,912767,75.47674043,998.1467972,1
India,2010,Geothermal,25003.91883,32123.92979,9172897200,549864810,5.82723E+13,985024.7409,78184.53845,37451.71901,607574.977,534125,40.66198838,174.3056001,1
Japan,2005,Hydro,68420.00435,35759.089,5193012971,1288507112,1.10177E+14,383902.6739,35940.50887,21182.64152,773969.7035,358334,7.207160353,572.0119242,1
China,2006,Biomass,38987.06461,32238.71523,5871887759,365755537,6.57638E+13,157441.8269,72404.96745,58674.01692,257753.7401,947655,96.25748831,52.5896584,1
Germany,2014,Biomass,46116.63711,23067.29957,7600760604,534588549,3.9875E+13,813370.4662,68206.26112,88178.4856,305914.5713,978227,4.619920506,113.4945031,1
India,2020,Hydro,4918.402046,43729.32278,6644683138,1297850385,1.29488E+14,461544.6882,39633.76534,5176.664559,833330.7564,13654,23.9795879,341.9634617,1
Canada,2010,Hydro,88375.08175,30413.68246,5216569249,263742012,1.13323E+14,457075.3471,17059.86109,26242.01378,616291.5272,675909,0.236385612,326.7502287,0
China,2020,Biomass,42434.60545,6656.577116,9568200344,57893547,4.27009E+13,306239.6518,90466.89425,1057.913176,863610.4813,921854,67.41736391,56.7339967,0
Brazil,2022,Biomass,82455.28145,30598.89878,1393764777,330880222,1.13921E+14,596319.0783,77102.39664,50668.75902,684604.9057,888641,1.981119006,396.1869635,0
USA,2007,Hydro,35376.55943,19000.26427,4910075265,913713160,7.11638E+13,794721.4432,10214.93047,27004.20512,497013.212,702258,72.76277374,157.8304723,0
Russia,2022,Geothermal,38901.99003,3240.622913,3781992718,981811193,1.49943E+14,30700.34872,67768.50314,92977.47287,806906.2786,580186,34.0613459,28.25426078,0
Canada,2018,Solar,24806.61551,45659.36597,4392124430,1146813247,1.4262E+14,887157.4854,75718.08606,85913.74163,335506.627,180932,60.95209986,110.6698059,0
Australia,2003,Biomass,77408.69725,33998.34602,508485057.6,461294907,3.41475E+12,274168.1388,54609.5578,49703.50312,934187.9336,543604,28.166064,386.3826784,1
Germany,2014,Wind,22671.92935,48953.78033,2844300691,528983058,1.84964E+14,458940.0181,82270.57068,22129.58155,704846.5772,848024,24.20604431,456.8555298,1
Russia,2015,Geothermal,68967.2279,8268.128188,2856645112,1335815496,3.80074E+13,646336.984,45006.33004,97937.82487,667813.6576,544881,41.47507234,685.8870159,1
Canada,2015,Biomass,18442.00202,25259.15454,5482680721,936295119,9.55442E+13,775847.4596,97433.1978,73323.55359,91921.53196,446592,82.65669863,677.8535348,0
Australia,2006,Geothermal,37892.93186,36216.12025,6441563353,1005381161,8.28251E+13,731410.0104,4751.899978,28175.27956,86460.22023,802834,17.64905318,327.7814657,1
Japan,2015,Hydro,30858.22197,43877.32519,4950015880,1478661845,5.63219E+13,173318.9013,63274.4599,29665.37739,499615.3518,307378,52.52286032,632.7449665,0
Canada,2019,Solar,90756.89138,37813.5377,3624097785,574307198,8.65232E+13,569856.105,39347.14887,72293.11171,677350.648,494200,53.62164753,145.13968,1
Russia,2022,Biomass,1209.485854,35349.39098,5857536760,1321532708,1.91472E+14,502556.9766,53622.40096,98515.42215,788102.4664,636920,21.82584157,551.8159315,1
France,2021,Solar,45519.91147,21199.41033,4051048589,1250855837,9.26786E+13,675601.6832,48544.46947,74482.38657,700293.7666,730227,23.31458005,676.6299849,0
Australia,2013,Hydro,53614.15828,22871.9696,2524816959,1078206822,7.82658E+13,321641.6915,75072.38114,91212.91983,756546.845,167567,89.14406171,903.5044141,1
